port,prov,kode_hirarki,geometry,h3
Bunyu,Kalimantan Utara,PP,"POLYGON ((3.493759570283744 117.86881898246307, 3.4298133359881415 117.86881684861149, 3.4298133359881415 117.80518315138852, 3.493759570283744 117.80518101753694, 3.493759570283744 117.86881898246307))","['88681a7935fffff', '8868a9b64bfffff', '88681a7939fffff', '88681a4cbbfffff', '88681a7907fffff', '88681a7967fffff', '88681a7921fffff', '8868a9b6c5fffff', '8868a9b6edfffff', '8868a9b653fffff', '8868a9b619fffff', '8868a9b655fffff', '8868a9b617fffff', '8868a9b689fffff', '8868a9b65bfffff', '8868a9b605fffff', '8868a9b6cbfffff', '88681a796bfffff', '88681a793dfffff', '88681a7931fffff', '8868a9b6c3fffff', '8868a9b6e1fffff', '8868a9b613fffff', '8868a9b659fffff', '88681a7901fffff', '8868a9b601fffff', '88681a7965fffff', '8868a9b61dfffff', '88681a793bfffff', '8868a9b6ebfffff', '8868a9b603fffff', '88681a792dfffff', '8868a9b607fffff', '8868a9b611fffff', '8868a9b60dfffff', '88681a7963fffff', '88681a4cb1fffff', '88681a7961fffff', '8868a9b6cdfffff', '88681a7923fffff', '88681a7925fffff', '8868a9b657fffff', '8868a9b6c7fffff', '88681a792bfffff', '8868a9b60bfffff', '88681a7905fffff', '8868a9b6e9fffff', '88681a4cb7fffff', '8868a9b615fffff', '8868a9b65dfffff', '88681a796dfffff', '88681a4cb3fffff', '8868a9b639fffff', '88681a7927fffff', '88681a7903fffff', '88681a7937fffff', '8868a9b68dfffff', '8868a9b63bfffff', '8868a9b61bfffff', '88681a7915fffff', '8868a9b643fffff', '8868a9b609fffff', '88681a7929fffff', '88681a790dfffff', '8868a9b6c9fffff', '8868a9b651fffff', '8868a9b6c1fffff']"
Tanjung Beringin,Sumatera Utara,PR,"POLYGON ((3.5289815407940357 99.22463017474104, 3.4650353543248853 99.22462801904531, 3.4650353543248853 99.16099198095468, 3.5289815407940357 99.16098982525895, 3.5289815407940357 99.22463017474104))","['88650c20c3fffff', '88650c203bfffff', '88650c20e9fffff', '88650c20c5fffff', '88650c2019fffff', '88650c2033fffff', '88650c20e5fffff', '88650c201dfffff', '88650c21cbfffff', '88650c201bfffff', '88650c2083fffff', '88650c2037fffff', '88650c2081fffff', '88650c2017fffff', '88650c20a7fffff', '88650c219bfffff', '88650c2199fffff', '88650c2e4dfffff', '88650c2031fffff', '88650c208bfffff', '88650c20bdfffff', '88650c208dfffff', '88650c21c7fffff', '88650c2089fffff', '88650c2013fffff', '88650c20a5fffff', '88650c21d7fffff', '88650c20e1fffff', '88650c20e7fffff', '88650c20abfffff', '88650c2039fffff', '88650c20c1fffff', '88650c21c3fffff', '88650c2087fffff', '88650c21d5fffff', '88650c21c1fffff', '88650c21d3fffff', '88650c20cdfffff', '88650c20a1fffff', '88650c20a9fffff', '88650c21ddfffff', '88650c2015fffff', '88650c2011fffff', '88650c20adfffff', '88650c2057fffff', '88650c2035fffff', '88650c20d5fffff', '88650c20a3fffff', '88650c20e3fffff', '88650c2e49fffff', '88650c21dbfffff', '88650c20c7fffff', '88650c21d9fffff', '88650c20edfffff', '88650c2085fffff', '88650c21d1fffff', '88650c20ebfffff']"
Sesayap,Kalimantan Utara,PL,"POLYGON ((3.620478463060744 117.02422332819799, 3.5565324030823193 117.02422111573817, 3.5565324030823193 116.96057888426184, 3.620478463060744 116.96057667180202, 3.620478463060744 117.02422332819799))","['8868ad0ca7fffff', '8868ad0d93fffff', '8868ad0d83fffff', '8868ad764dfffff', '8868ad0de1fffff', '8868ad0ca9fffff', '8868ad0c35fffff', '8868ad0cadfffff', '8868ad0d91fffff', '8868ad0dd9fffff', '8868ad0dc7fffff', '8868ad0dabfffff', '8868ad0db1fffff', '8868ad0dc3fffff', '8868ad0d87fffff', '8868ad0ddbfffff', '8868ad0dcbfffff', '8868ad0dddfffff', '8868ad7669fffff', '8868ad0ce7fffff', '8868ad7661fffff', '8868ad0d97fffff', '8868ad0c23fffff', '8868ad0c31fffff', '8868ad7649fffff', '8868ad0d9bfffff', '8868ad0c33fffff', '8868ad0dc9fffff', '8868ad0dd1fffff', '8868ad0c87fffff', '8868ad0db9fffff', '8868ad0dadfffff', '8868ad0debfffff', '8868ad0c37fffff', '8868ad0d9dfffff', '8868ad0d89fffff', '8868ad0dc5fffff', '8868ad0dd7fffff', '8868ad0dc1fffff', '8868ad0ce3fffff', '8868ad0dbbfffff', '8868ad7645fffff', '8868ad0d81fffff', '8868ad7665fffff', '8868ad7641fffff', '8868ad0dcdfffff', '8868ad0ce5fffff', '8868ad0c85fffff', '8868ad0d95fffff', '8868ad0db3fffff', '8868ad0d8dfffff', '8868ad766dfffff', '8868ad0da9fffff', '8868ad0d99fffff', '8868ad0ca1fffff', '8868ad0de7fffff', '8868ad0ce1fffff', '8868ad0c3dfffff', '8868ad0dd3fffff', '8868ad0dbdfffff', '8868ad0cabfffff', '8868ad0ca5fffff', '8868ad0d8bfffff', '8868ad0cbdfffff', '8868ad0dd5fffff', '8868ad766bfffff', '8868ad0de3fffff', '8868ad0ca3fffff', '8868ad0d85fffff']"
Tahuna and Petta,"Sulawesi Utara, Sulawesi Utara","PP, PP","POLYGON ((3.6331684521511605 125.46977622802356, 3.56922240997274 125.46977844835838, 3.56922240997274 125.53342155164161, 3.6161704357358064 125.53342318177121, 3.6161704357358064 125.59312317789845, 3.6801164115179033 125.59312542737237, 3.6801164115179033 125.52947457262763, 3.6331684521511605 125.52947622415002, 3.6331684521511605 125.46977622802356))","['8873b689adfffff', '8873b6c451fffff', '8873b6c45dfffff', '8873b689d7fffff', '8873b689c1fffff', '8873b6135bfffff', '8873b68981fffff', '8873b6c619fffff', '8873b6c6e3fffff', '8873b6c6a3fffff', '8873b6c63bfffff', '8873b689ebfffff', '8873b6c6d3fffff', '8873b6c6bbfffff', '8873b6c68bfffff', '8873b6c6abfffff', '8873b6898bfffff', '8873b61359fffff', '8873b61265fffff', '8873b688a5fffff', '8873b6c6a9fffff', '8873b689c3fffff', '8873b6124dfffff', '8873b6c6adfffff', '8873b68935fffff', '8873b689a3fffff', '8873b6c6b7fffff', '8873b689d5fffff', '8873b6c687fffff', '8873b689cbfffff', '8873b6899bfffff', '8873b689a9fffff', '8873b6c68dfffff', '8873b6c6d9fffff', '8873b6c6b5fffff', '8873b6c6c9fffff', '8873b688a7fffff', '8873b6c6bdfffff', '8873b6c6e7fffff', '8873b689c9fffff', '8873b6c453fffff', '8873b6c681fffff', '8873b6c6c3fffff', '8873b6898dfffff', '8873b689e3fffff', '8873b68837fffff', '8873b6c6edfffff', '8873b6c617fffff', '8873b68923fffff', '8873b6c6a1fffff', '8873b61269fffff', '8873b61245fffff', '8873b68985fffff', '8873b6c683fffff', '8873b689d9fffff', '8873b689d1fffff', '8873b6c6b9fffff', '8873b6c6e1fffff', '8873b6c6b1fffff', '8873b61267fffff', '8873b68925fffff', '8873b6c6dbfffff', '8873b68987fffff', '8873b689dbfffff', '8873b6c69dfffff', '8873b689b3fffff', '8873b6c611fffff', '8873b6c613fffff', '8873b6c61bfffff', '8873b689ddfffff', '8873b689abfffff', '8873b6c633fffff', '8873b68997fffff', '8873b6c6cbfffff', '8873b689e7fffff', '8873b688adfffff', '8873b6c695fffff', '8873b6c685fffff', '8873b68937fffff', '8873b6c6c7fffff', '8873b68991fffff', '8873b689bdfffff', '8873b68983fffff', '8873b6c699fffff', '8873b689b9fffff', '8873b689a1fffff', '8873b6899dfffff', '8873b68995fffff', '8873b689b7fffff', '8873b6c6d7fffff', '8873b689a5fffff', '8873b6c6d1fffff', '8873b61261fffff', '8873b6126bfffff', '8873b6c6e5fffff', '8873b68835fffff', '8873b689b5fffff', '8873b61249fffff', '8873b6c6ebfffff', '8873b6c689fffff', '8873b6126dfffff', '8873b688a3fffff', '8873b6c459fffff', '8873b68989fffff', '8873b6c6d5fffff', '8873b6c6c1fffff', '8873b68999fffff', '8873b6c6e9fffff', '8873b6c6c5fffff', '8873b68927fffff', '8873b689d3fffff', '8873b6c6ddfffff', '8873b6c45bfffff', '8873b689c7fffff', '8873b6c6cdfffff', '8873b68993fffff', '8873b689b1fffff', '8873b688a1fffff', '8873b688abfffff', '8873b689bbfffff']"
Pantai Cermin,Sumatera Utara,PR,"POLYGON ((3.6805934111028633 99.01803544430129, 3.616647435999754 99.01803319453128, 3.616647435999754 98.95438680546872, 3.6805934111028633 98.95438455569871, 3.6805934111028633 99.01803544430129))","['88650896c9fffff', '8865089657fffff', '88650896c1fffff', '88650d5931fffff', '88650896ddfffff', '886508963bfffff', '8865089603fffff', '8865089633fffff', '886508968bfffff', '88650896cdfffff', '88650d5921fffff', '88650896edfffff', '88650d5933fffff', '88650d59edfffff', '8865089681fffff', '8865089683fffff', '88650896d1fffff', '88650896ebfffff', '88650896e1fffff', '88650896e7fffff', '886508968dfffff', '88650896cbfffff', '8865089617fffff', '886508961bfffff', '8865089615fffff', '88650d5935fffff', '8865089685fffff', '88650d5927fffff', '886508961dfffff', '88650d5907fffff', '8865089611fffff', '886508965bfffff', '88650d5967fffff', '88650896c3fffff', '88650896e5fffff', '88650d5939fffff', '8865089687fffff', '88650896d9fffff', '88650d592dfffff', '8865089613fffff', '8865089631fffff', '88650d593dfffff', '88650896d5fffff', '88650d5929fffff', '88650d5937fffff', '88650d59e5fffff', '88650d593bfffff', '8865089653fffff', '8865089689fffff', '8865089619fffff', '88650896e3fffff', '8865089639fffff', '88650d592bfffff', '88650d5923fffff', '88650896c7fffff', '88650d5925fffff', '88650896c5fffff', '88650896e9fffff']"
Selat Lampa,Kepulauan Riau,PP,"POLYGON ((3.6943763990911314 108.16382593442009, 3.6304304436456265 108.16382367609397, 3.6304304436456265 108.10017632390604, 3.6943763990911314 108.10017406557992, 3.6943763990911314 108.16382593442009))","['886990ab35fffff', '88699014abfffff', '886990a965fffff', '8869901497fffff', '8869901495fffff', '88699014b9fffff', '886990a945fffff', '886990ab2dfffff', '886990ab27fffff', '886990a943fffff', '8869900649fffff', '886990a92dfffff', '886990a96dfffff', '8869901491fffff', '886990a949fffff', '886990a929fffff', '886990a961fffff', '88699014b3fffff', '886990a94bfffff', '886990a90dfffff', '88699014ddfffff', '8869901487fffff', '88699014d1fffff', '886990a96bfffff', '886990ab37fffff', '886990a969fffff', '886990a95dfffff', '886990148bfffff', '886990a909fffff', '886990a947fffff', '8869901481fffff', '88699014d7fffff', '88699014d9fffff', '886990149dfffff', '88699014b5fffff', '886990ab25fffff', '886990ab23fffff', '886990064bfffff', '886990a92bfffff', '88699014d5fffff', '88699014a3fffff', '8869901493fffff', '8869900659fffff', '88699014b7fffff', '886990149bfffff', '886990a921fffff', '886990ab21fffff', '886990a967fffff', '88699014dbfffff', '8869901483fffff', '886990a963fffff', '88699014d3fffff', '886990a94dfffff', '886990a941fffff', '8869901499fffff', '886990a905fffff', '88699014bbfffff', '886990065bfffff', '88699014b1fffff', '88699014bdfffff']"
Susoh,Aceh,PR,"POLYGON ((3.7523703481455644 96.84206801687961, 3.6884244762198506 96.84206572254524, 3.6884244762198506 96.77841427745474, 3.7523703481455644 96.77841198312038, 3.7523703481455644 96.84206801687961))","['8865541b43fffff', '886554ce97fffff', '886554ccd3fffff', '8865541b15fffff', '8865541b45fffff', '8865541b4bfffff', '8865541b3bfffff', '886554ceb3fffff', '886554ce9bfffff', '886554c5b7fffff', '8865541b1dfffff', '8865541b29fffff', '8865541b25fffff', '8865541b39fffff', '8865541b05fffff', '8865541b5dfffff', '8865541b65fffff', '8865541b35fffff', '8865541b4dfffff', '8865541b41fffff', '8865541b03fffff', '8865541b69fffff', '8865541b19fffff', '8865541b09fffff', '8865541b47fffff', '886554c5a5fffff', '886554ccddfffff', '8865541b2bfffff', '8865541b61fffff', '8865541b01fffff', '886554c5a7fffff', '8865541b55fffff', '8865541b3dfffff', '886554ccdbfffff', '886554c5b5fffff', '8865541b37fffff', '8865541b2dfffff', '8865541b0bfffff', '886554ce93fffff', '8865541b51fffff', '8865541b53fffff', '886554ccd1fffff', '886554ccd9fffff', '8865541b0dfffff', '8865541b63fffff', '8865541b57fffff', '8865541b49fffff', '8865541b67fffff', '8865541b31fffff', '8865541b07fffff', '8865541b23fffff', '8865541b21fffff', '8865541b6bfffff', '8865541b6dfffff', '8865541a25fffff', '8865541b11fffff', '8865541b5bfffff', '8865541a2dfffff', '8865541b59fffff']"
Bukide,Sulawesi Utara,PL,"POLYGON ((3.8084832982304095 125.62843006289405, 3.744537508357453 125.62842773370821, 3.744537508357453 125.56477226629178, 3.8084832982304095 125.56476993710594, 3.8084832982304095 125.62843006289405))","['8873b68a9dfffff', '8873b68133fffff', '8873b68185fffff', '8873b68187fffff', '8873b68ad5fffff', '8873b681b9fffff', '8873b681b7fffff', '8873b68f4bfffff', '8873b68adbfffff', '8873b68117fffff', '8873b681e9fffff', '8873b6818dfffff', '8873b68f43fffff', '8873b68a9bfffff', '8873b681bdfffff', '8873b68f69fffff', '8873b681b5fffff', '8873b68a97fffff', '8873b68a99fffff', '8873b68f47fffff', '8873b681b3fffff', '8873b68181fffff', '8873b68191fffff', '8873b68ad9fffff', '8873b681e5fffff', '8873b68f55fffff', '8873b68183fffff', '8873b68f4dfffff', '8873b681a1fffff', '8873b6819dfffff', '8873b681b1fffff', '8873b6818bfffff', '8873b68f6bfffff', '8873b681adfffff', '8873b68f45fffff', '8873b68ad3fffff', '8873b68ad7fffff', '8873b681e1fffff', '8873b68f49fffff', '8873b681edfffff', '8873b68a8bfffff', '8873b68f5dfffff', '8873b681a9fffff', '8873b681ebfffff', '8873b68ad1fffff', '8873b68a91fffff', '8873b68f09fffff', '8873b681a3fffff', '8873b68a93fffff', '8873b681e3fffff', '8873b681bbfffff', '8873b68a95fffff', '8873b68a81fffff', '8873b68f41fffff', '8873b68195fffff', '8873b681e7fffff', '8873b681a5fffff', '8873b681abfffff', '8873b681a7fffff', '8873b68a83fffff']"
Belawan,Sumatera Utara,PU,"POLYGON ((3.8162132913062794 98.74722034714586, 3.752267512832427 98.74721801315808, 3.752267512832427 98.68356198684192, 3.8162132913062794 98.68355965285414, 3.8162132913062794 98.74722034714586))","['886508b233fffff', '886508b031fffff', '886508b069fffff', '886508b2a7fffff', '886508b055fffff', '886508b01dfffff', '886508b029fffff', '886508b2e7fffff', '886508b009fffff', '886508b05bfffff', '886508b0edfffff', '886508b0e5fffff', '886508b067fffff', '886508b007fffff', '886508b063fffff', '886508b005fffff', '886508b049fffff', '886508b015fffff', '886508b017fffff', '886508b03bfffff', '886508b045fffff', '886508b04dfffff', '886508b237fffff', '886508b041fffff', '886508b23dfffff', '886508b047fffff', '886508b0e9fffff', '886508b2a9fffff', '886508b2adfffff', '886508b019fffff', '886508b011fffff', '886508b15bfffff', '886508b033fffff', '886508b043fffff', '886508b2a1fffff', '886508b04bfffff', '886508b03dfffff', '886508b059fffff', '886508b003fffff', '886508b013fffff', '886508b02bfffff', '886508b2a5fffff', '886508b05dfffff', '886508b051fffff', '886508b06bfffff', '886508b057fffff', '886508b00dfffff', '886508b053fffff', '886508b061fffff', '886508b001fffff', '886508b00bfffff', '886508b039fffff', '886508b2e5fffff', '886508b2abfffff', '886508b235fffff', '886508b01bfffff', '886508b223fffff', '886508b231fffff']"
Sedanau,Kepulauan Riau,PL,"POLYGON ((3.828566280217012 108.07033080260253, 3.7646205200077074 108.07032846094053, 3.7646205200077074 108.00667153905947, 3.828566280217012 108.00666919739747, 3.828566280217012 108.07033080260253))","['886990bb23fffff', '886990bb2dfffff', '886990b957fffff', '886990b91dfffff', '8869908c9dfffff', '886990bb39fffff', '886990bb63fffff', '886990bb17fffff', '886990bb25fffff', '886990b943fffff', '886990b905fffff', '886990b947fffff', '886990b963fffff', '8869908c97fffff', '886990bb05fffff', '8869908c91fffff', '886990b909fffff', '886990b951fffff', '886990b95bfffff', '886990b861fffff', '886990b94bfffff', '886990b96bfffff', '886990b961fffff', '886990bb07fffff', '886990b86dfffff', '8869908c95fffff', '886990b939fffff', '886990bb2bfffff', '886990b94dfffff', '8869908c99fffff', '8869908cbbfffff', '886990b903fffff', '886990bb27fffff', '886990b945fffff', '8869908c9bfffff', '8869908c93fffff', '886990b959fffff', '886990bb35fffff', '886990b969fffff', '886990b90bfffff', '886990b907fffff', '8869908cd3fffff', '886990bb67fffff', '886990b90dfffff', '886990b901fffff', '886990bb21fffff', '886990b95dfffff', '886990bb33fffff', '886990bb3bfffff', '886990bb3dfffff', '886990b96dfffff', '886990b869fffff', '886990b955fffff', '886990b949fffff', '886990bb29fffff', '886990b953fffff', '886990bb31fffff', '886990bb37fffff', '886990b941fffff', '886990bb61fffff', '886990b865fffff']"
Ranai,Kepulauan Riau,PR,"POLYGON ((3.925400192262704 108.42393442426783, 3.8614545772771707 108.42393202242945, 3.8614545772771707 108.36026797757054, 3.925400192262704 108.36026557573217, 3.925400192262704 108.42393442426783))","['886990a46bfffff', '886990a41dfffff', '886990a421fffff', '886990a463fffff', '886990a44dfffff', '886990a425fffff', '886990a509fffff', '886990a71bfffff', '886990a457fffff', '886990a469fffff', '886990a715fffff', '886990a40bfffff', '886990a409fffff', '886990a555fffff', '886990a5c1fffff', '886990a719fffff', '886990a713fffff', '886990a461fffff', '886990a40dfffff', '886990a519fffff', '886990a55dfffff', '886990a73bfffff', '886990a435fffff', '886990a419fffff', '886990a553fffff', '886990a42bfffff', '886990a443fffff', '886990a431fffff', '886990a427fffff', '886990a5cbfffff', '886990a51bfffff', '886990a717fffff', '886990a445fffff', '886990a423fffff', '886990a405fffff', '886990a5c3fffff', '886990a543fffff', '886990a465fffff', '886990a5cdfffff', '886990a557fffff', '886990a5c9fffff', '886990a437fffff', '886990a55bfffff', '886990a401fffff', '886990a733fffff', '886990a439fffff', '886990a403fffff', '886990a415fffff', '886990a441fffff', '886990a467fffff', '886990a737fffff', '886990a407fffff', '886990a711fffff', '886990a551fffff', '886990a429fffff', '886990a46dfffff', '886990a455fffff', '886990a42dfffff', '886990a447fffff', '886990a43dfffff', '886990a559fffff']"
Tanjung Pura,Sumatera Utara,PR,"POLYGON ((3.9304101876625888 98.45181461412588, 3.866464580289543 98.45181220917318, 3.866464580289543 98.3881477908268, 3.9304101876625888 98.38814538587411, 3.9304101876625888 98.45181461412588))","['886508a59dfffff', '886508a517fffff', '886508a407fffff', '886508a5cdfffff', '886508a5d9fffff', '886508a4e9fffff', '886508a5c1fffff', '886508a421fffff', '886508a581fffff', '886508a58dfffff', '886508a599fffff', '886508a405fffff', '886508a401fffff', '886508a423fffff', '886508a5d7fffff', '886508a589fffff', '886508a5c3fffff', '886508a513fffff', '886508a437fffff', '886508a4e3fffff', '886508a43dfffff', '886508a4e1fffff', '886508a595fffff', '886508a51bfffff', '886508a433fffff', '886508a591fffff', '886508a417fffff', '886508a43bfffff', '886508a5d3fffff', '886508a5c5fffff', '886508a427fffff', '886508a40dfffff', '886508a4ebfffff', '886508a5ebfffff', '886508a5d5fffff', '886508a42bfffff', '886508a5e9fffff', '886508a431fffff', '886508a5dbfffff', '886508a5c9fffff', '886508a58bfffff', '886508a5c7fffff', '886508a403fffff', '886508a4c7fffff', '886508a4adfffff', '886508a415fffff', '886508a435fffff', '886508a4e5fffff', '886508a429fffff', '886508a583fffff', '886508a5ddfffff', '886508a4edfffff', '886508a5cbfffff', '886508a5d1fffff', '886508a425fffff', '886508a439fffff', '886508a4e7fffff']"
Lipang,Sulawesi Utara,PL,"POLYGON ((3.9405971782939906 125.4174350009233, 3.876651586429674 125.41743258963785, 3.876651586429674 125.35376741036214, 3.9405971782939906 125.35376499907669, 3.9405971782939906 125.4174350009233))","['8868e9659bfffff', '8873b69a65fffff', '8868e96597fffff', '8873b69a4bfffff', '8873b69a07fffff', '8868e964b3fffff', '8873b69a4dfffff', '8868e964bdfffff', '8873b69a09fffff', '8868e964a5fffff', '8873b69a6dfffff', '8873b69a1dfffff', '8868e964e7fffff', '8868e964abfffff', '8873b69a55fffff', '8868e964b9fffff', '8868e964b5fffff', '8868e964e3fffff', '8873b69a01fffff', '8873b69a03fffff', '8873b69a0dfffff', '8873b69a51fffff', '8873b69165fffff', '8873b69a5bfffff', '8868e965b1fffff', '8868e964a7fffff', '8868e964b1fffff', '8873b69a45fffff', '8873b69161fffff', '8868e96593fffff', '8873b69169fffff', '8868e964a3fffff', '8873b69a05fffff', '8873b69a43fffff', '8868e965d3fffff', '8873b69a47fffff', '8873b69a41fffff', '8868e964adfffff', '8868e965bbfffff', '8873b69a57fffff', '8868e96487fffff', '8868e964b7fffff', '8873b69a61fffff', '8868e964a9fffff', '8873b69a69fffff', '8873b69a6bfffff', '8873b6916dfffff', '8868e964bbfffff', '8873b69a53fffff', '8868e96599fffff', '8868e964a1fffff', '8868e965b3fffff', '8868e96591fffff', '8873b69a5dfffff', '8868e96595fffff', '8873b69a39fffff', '8868e9659dfffff', '8873b69a63fffff', '8873b69a0bfffff', '8873b69a59fffff', '8873b69a49fffff', '8868e96485fffff']"
Lirung and Melonguane,"Sulawesi Utara, Sulawesi Utara","PR, PR","POLYGON ((4.029530095650163 126.70863842055155, 4.029530095650163 126.64496157944845, 3.965584640885797 126.64496404603541, 3.965584640885797 126.66736404476802, 3.9060146042403 126.6673663080664, 3.9060146042403 126.7310336919336, 3.969960151177234 126.73103612147472, 3.969960151177234 126.70863612274245, 4.029530095650163 126.70863842055155))","['8873b08115fffff', '8873b081cdfffff', '8873b08f6bfffff', '8873b081edfffff', '8873b08a97fffff', '8873b088d1fffff', '8873b0811bfffff', '8873b088c7fffff', '8873b08ac1fffff', '8873b08109fffff', '8873b08f67fffff', '8873b088c1fffff', '8873b08f41fffff', '8873b08a81fffff', '8873b08a95fffff', '8873b0811dfffff', '8873b08a93fffff', '8873b08acbfffff', '8873b08abdfffff', '8873b081c7fffff', '8873b08adbfffff', '8873b081adfffff', '8873b081e7fffff', '8873b08111fffff', '8873b08131fffff', '8873b08ad7fffff', '8873b088ddfffff', '8873b08813fffff', '8873b08f4dfffff', '8873b08119fffff', '8873b081e9fffff', '8873b088c9fffff', '8873b08139fffff', '8873b088d3fffff', '8873b08125fffff', '8873b08163fffff', '8873b08aa3fffff', '8873b081e1fffff', '8873b08101fffff', '8873b08ab1fffff', '8873b088d9fffff', '8873b08aa7fffff', '8873b088d5fffff', '8873b081e5fffff', '8873b08ac5fffff', '8873b08ad3fffff', '8873b088dbfffff', '8873b08127fffff', '8873b08a87fffff', '8873b081ebfffff', '8873b0810dfffff', '8873b08f47fffff', '8873b08a91fffff', '8873b08157fffff', '8873b08a83fffff', '8873b081c1fffff', '8873b0812bfffff', '8873b08a8bfffff', '8873b081a5fffff', '8873b08ad1fffff', '8873b08103fffff', '8873b08ac7fffff', '8873b08155fffff', '8873b088cbfffff', '8873b08f45fffff', '8873b08ae3fffff', '8873b08ab3fffff', '8873b08a13fffff', '8873b08a8dfffff', '8873b08ab7fffff', '8873b08f2dfffff', '8873b08123fffff', '8873b08aabfffff', '8873b08ab5fffff', '8873b08105fffff', '8873b088cdfffff', '8873b08117fffff', '8873b08f63fffff', '8873b08a89fffff', '8873b08107fffff', '8873b08129fffff', '8873b08a9bfffff', '8873b08899fffff', '8873b081c5fffff', '8873b08f6dfffff', '8873b08aa1fffff', '8873b08133fffff', '8873b0813bfffff', '8873b08a99fffff', '8873b08f65fffff', '8873b08ad5fffff', '8873b08ad9fffff', '8873b08f69fffff', '8873b08121fffff', '8873b08aa9fffff', '8873b08ab9fffff', '8873b08addfffff', '8873b08a9dfffff', '8873b08135fffff', '8873b08a85fffff', '8873b08147fffff', '8873b081e3fffff', '8873b08acdfffff', '8873b08abbfffff', '8873b08aa5fffff', '8873b08a1bfffff', '8873b0881bfffff', '8873b0813dfffff', '8873b088c3fffff', '8873b088d7fffff', '8873b08f25fffff', '8873b08113fffff', '8873b08ac9fffff', '8873b08f61fffff', '8873b08137fffff', '8873b088c5fffff', '8873b0810bfffff', '8873b08ac3fffff']"
Pangkalan Brandan,Sumatera Utara,PP,"POLYGON ((4.058766068146449 98.31363956153173, 3.9948206591218347 98.3136370767584, 3.9948206591218347 98.24996292324161, 4.058766068146449 98.24996043846828, 4.058766068146449 98.31363956153173))","['886509d991fffff', '886509ca61fffff', '886509ca4dfffff', '886509d9d3fffff', '886509d8a1fffff', '886509d9bbfffff', '886509d9d1fffff', '886509d98bfffff', '886509d993fffff', '886509d9d9fffff', '886509d8edfffff', '886509d987fffff', '886509d8a7fffff', '886509d997fffff', '886509d8e3fffff', '886509d833fffff', '886509ca6dfffff', '886509d9c1fffff', '886509d9ddfffff', '886509d8e5fffff', '886509d985fffff', '886509d9dbfffff', '886509d8a9fffff', '886509d8a3fffff', '886509d9c3fffff', '886509d9d5fffff', '886509d887fffff', '886509d99bfffff', '886509d837fffff', '886509d98dfffff', '886509d99dfffff', '886509ca45fffff', '886509d999fffff', '886509d989fffff', '886509d995fffff', '886509ca49fffff', '886509d831fffff', '886509ca69fffff', '886509d8e1fffff', '886509d8abfffff', '886509d9d7fffff', '886509d9cbfffff', '886509d9ebfffff', '886509d8a5fffff', '886509d9e3fffff', '886509d835fffff', '886509d83bfffff', '886509d839fffff', '886509d8adfffff', '886509d981fffff', '886509d885fffff', '886509d8bdfffff', '886509d8e7fffff', '886509d9b9fffff', '886509d983fffff', '886509d9c7fffff']"
Tanjung Tiram,Sumatera Utara,PR,"POLYGON ((4.085195043140693 98.41184060012276, 4.0212496757492024 98.4118380989064, 4.0212496757492024 98.34816190109359, 4.085195043140693 98.34815939987723, 4.085195043140693 98.41184060012276))","['886508365dfffff', '886509d961fffff', '886509d901fffff', '886509d943fffff', '88650836c9fffff', '886509d947fffff', '8865083619fffff', '886508acb9fffff', '886508365bfffff', '886509d921fffff', '886509d941fffff', '8865083653fffff', '886508ac9bfffff', '886508acb3fffff', '8865083659fffff', '886508361bfffff', '886509d967fffff', '886508acb1fffff', '886509d927fffff', '8865083657fffff', '886509d965fffff', '886509d903fffff', '886508acd7fffff', '886509d955fffff', '886509d925fffff', '886509d969fffff', '886509d93dfffff', '886509d905fffff', '8865083643fffff', '886508acb7fffff', '886508acbbfffff', '886508ac95fffff', '886508ac91fffff', '886508ac93fffff', '886508ac99fffff', '886508364bfffff', '886509d94dfffff', '886509d96bfffff', '886508acb5fffff', '886508ac9dfffff', '886509d963fffff', '886509d907fffff', '886509d90bfffff', '886509d909fffff', '886509d90dfffff', '886509d92dfffff', '886508ac97fffff', '8865083651fffff', '886509d96dfffff', '886509d929fffff', '8865083647fffff', '886509d945fffff', '8865083655fffff', '8865083641fffff', '886509d92bfffff', '88650836cdfffff', '886509d923fffff']"
